Nummer;Navn;Svind;Energi, kJ;Energi, kcal;Nitrogen-til-protein faktor;Nitrogen, total;Protein, videnskabelig;Protein, deklaration;Kulhydrat, difference ;Kulhydrat, tilgængelig;Kulhydrat, deklaration;Tilsat sukker;Kostfibre;Fedt, total;FCF;Alkohol;Aske;Tørstof;Vand;A-vitamin;Retinol;D-vitamin;D3-vitamin;D2 ergocalciferol;25-hydroxy D3-vitamin;25-hydroxyergocalciferol;E-vitamin;alfa-tokoferol;gamma-tokoferol;delta-tokoferol;alfa-tokotrienol;K1-vitamin;B1-vitamin;thiamin;HET, hydroxyethylthiazole;B2-vitamin, riboflavin;Niacinækvivalent;Niacin;B6-vitamin;Pantothensyre;Biotin;Folat;Frit folat;B12-vitamin;C-vitamin;L-ascorbinsyre;L-dehydroascorbinsyre;Svovl, S;Chlorid, Cl;Natrium, Na;Kalium, K;Calcium, Ca;Magnesium, Mg;Fosfor, P;Jern, Fe;Kobber, Cu;Zink, Zn;Jod, I;Mangan, Mn;Chrom, Cr;Selen, Se;Molybdæn, Mo;Cobolt, Co;Nikkel, Ni;Fluor, F;Silicium, Si;Rubidium, Rb;Aluminium, Al;Bor, B;Brom, Br;Kviksølv, Hg;Arsen, As;Cadmium, Cd;Bly, Pb;Tin, Sn;L-mælkesyre;D-mælkesyre;Mælkesyre, total;Citronsyre;Oxalsyre;Æblesyre;Eddikesyre;Benzoesyre;Sorbinsyre;Propionsyre;Organiske syrer, tot.;Histamin;Tyramin;Phenylethylamin;Putrescin;Cadaverin;Spermin;Spermidin;Serotonin;Fruktose;Galaktose;Glukose;Monosaccharider, total;Laktose;Maltose;Sakkarose;Disaccharider, total;Maltotriose;Raffinose;Andre sukkerarter;Sukkerarter, ialt;Sorbitol;Mannitol;Inositol;Maltitol;Sukkeralkoholer, total;Stivelse;IDF;SDFP;SDFS;Hexose;Pentose;Uronic Acid;Cellulose;Lignin;Crude fibre;Neutr.Det.Fibre (NDF);C4:0;C6:0;C8:0;C10:0;C12:0;C12:1,n-1;C13:0;C14:0;C15:0;C16:0;C17:0;C18:0;C20:0;C21:0;C22:0;C23:0;C24:0;Andre mættede fedtsyrer;C14:1,n-5;C15:1;C16:1,n-7;C17:1,n-7;C18:1,n-9;C18:1,n-7;C20:1,n-9;C20:1,n-11;C22:1,n-9;C22:1,n-11;C24:1,n-9;Andre monoumættede fedtsyrer;C18:2,n-6;C18:2,conjugerede;C18:3,n-3 (ALA);C18:3,n-6;C18:4,n-3;C20:2,n-6;C22:2,n-6;C22:4,n-6;C22:5,n-6;C20:3,n-3;C20:4,n-3;C20:3,n-6;C20:4,n-6;C20:5,n-3 (EPA);C22:5,n-3;C22:6,n-3 (DHA);Andre polyumættede;C14:1,trans;C16:1,trans;C18:1,trans;C20:1,trans;C22:1,trans;C18:2,trans;Andre fedtsyrer;Sum mættede;Sum monoumættede;Sum polyumættede;Transfedtsyrer, total;Fedtsyrer, total;Sum n-3 fedtsyrer;Sum n-6 fedtsyrer;Cholesterol;Isoleucin;Leucin;Lysin;Methionin;Cystin;Phenylalanin;Tyrosin;Threonin;Tryptofan;Valin;Arginin;Histidin;Alanin;Asparaginsyre;Glutaminsyre;Glycin;Prolin;Hydroxyprolin;Serin;beta-caroten;Massefylde
469;Frølår, dybfrost;35;293;69;6,25;2,624;16,4;16,4;0,2;0,2;0;0;0;0,3;0,7;0;1,1;18;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14;0;0;0,25;3,9;1,2;1,2;0;0;0;0;0;5;5;0;0;0;55;310;18;23;147;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,21;0;0;0;0;0;0;0;0;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0
184;Fynbo, 45+;0;1482;357;6,38;4,06;25,9;25,4;1;1;0;0;0;27,7;0,945;0;3,3;57,9;42,1;245;235;0,27;0,27;0;0;0;0,71;0,71;0;0;0;0;0,05;0;0;0,33;6,05;0,1;0,09;0,34;1,5;60;1;1,38;0,5;0,5;0;0;1140;735;65;910;27;500;0,106;0,086;3,2;10,4;0,059;0,25;9;6;0;1,36;0;0;0;0;0;0;0,06;1;0,01;0,45;0;0;0;0;0;0;0;0;0;0;0;0;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,941;0,601;0,39;0,861;1,071;0;0;3,063;0;8,198;0;2,803;0;0;0;0;0;0;0,39;0;0,601;0;6,156;0;0;0,31;0;0;0;0;0,581;0;0,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,928;7,458;0,791;0;26,176;0,21;0,581;92;1420;2400;2070;731;93;1340;1420;893;357;1750;812;731;812;1830;5080;528;2720;0;1460;122;0
1090;Fårekød, bov, rå;31;947;228;6,25;2,99;18,7;18,7;0;0;0;0;0;17;0,91;0;1,6;37,3;62,7;45;45;0,4;0,4;0;0;0;0,43;0,43;0;0;0;0;0,17;0;0;0,27;8,29;5,4;0,2;0,55;1;2;1;5;1;1;0;0;0;84;301;7,5;16;130;1,8;0,095;3,5;3;0,01;3,9;0,4;0;0;9,6;0;0;0;0;0;0;0,09;0;1,9;6,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,852;0,095;3,83;0,161;3,307;0;0;0;0;0;0;0;0;0,206;0,161;6,068;0;0;0;0;0;0;0;0,395;0;0,395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,244;6,435;0,79;0;15,47;0,395;0,395;78;927;1530;1700;478;158;748;748;807;173;1020;1260;538;1170;1700;2750;987;867;0;748;0;0
832;Fårekød, kølle, rå;29;564;134;6,25;3,216;20,1;20,1;0;0;0;0;0;6;0,91;0;2;28,1;71,9;45;45;0,4;0,4;0;0;0;0;0;0;0;0;0;0,16;0;0;0,22;8,31;5,2;0,29;0,55;1;2;1;3;1;1;0;0;0;78;380;7,6;23;190;2,4;0,1;3,7;3;0,015;1,24;5,09;0;0;1,67;0;0;0;0;0;0;0,0338;0;0,0905;1,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,301;0,033;1,352;0,057;1,167;0;0;0;0;0;0;0;0;0,073;0,057;2,142;0;0;0;0;0;0;0;0,139;0;0,139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,91;2,271;0,279;0;5,46;0,139;0,139;71;997;1640;1830;515;170;804;804;868;187;1090;1350;579;1250;1830;2960;1060;933;0;804;0;0
975;Gaffelbidder;0;796;192;6,25;1,968;12;12;0;0;0;8;0;16;0,925;0;9,6;37,6;62,4;42;42;0;0;0;0;0;0,9;0,9;0;0;0;0;0,03;0;0;0,08;4,5;2,5;0,15;0;0;0;0;4,5;0;0;0;0;0;2830;123;60;12,6;0;0,7;0;0;30;0;0;0;0;0;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,8;0;0;58;630;964;1200;394;63;512;413;571;120;768;708;256;748;1220;1670;649;492;0;531;0;0
611;Gedde, rå;45;379;90;6,25;3,04;19;19;0,7;0,7;0;0;0;1,2;0,936;0;1,2;22,1;77,9;0;0;0,9;0,9;0;0;0;0,7;0,7;0;0;0;0;0,08;0;0;0,04;1,5;1,5;0,15;0;0;0;0;24;3;3;0;200;0;53;368;50;29;240;0,3;0,015;0,96;8;0,04;5,13;5,42;0;1;9,44;80;0,3;330;0,1;10;300;18,9;0,0944;0;4,72;0;0;0;0;0;0;0;0;0;0;0;0;0,043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018;0;0,5;0;0,142;0;0;0;0;0;0,018;0;0;0;0;0;0;0;0;0;0;0;0,374;0,054;0;0,018;0;0;0;0;0;0;0;0;0;0;0;0;0;0,437;0;0;0;0;0;0;0;0,678;0,374;0,072;0;1,123;0,018;0,054;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1320;Gedemælk;0;289;69;6,38;0,558;3,6;3,5;4,4;4,4;4,4;0;0;4,1;0,945;0;0,8;13;87;36,7;35,2;0,06;0,06;0;0;0;0,106;0;0;0;0;0;0,048;0;0;0,138;1,01;0,277;0,046;0,31;2;1;0;0,07;1,3;1,3;0;0;0;50;204;134;14;111;0,05;0,05;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,142;0,099;0,109;0,284;0,131;0;0;0,349;0;0,997;0;0,481;0;0;0;0;0;0;0;0;0,088;0;1,069;0;0;0;0;0;0;0;0,121;0;0,044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,591;1,157;0,165;0;3,912;0,044;0,121;15;206;312;290;78;46;156;179;162;44;240;117;89;117;212;625;50;368;0;179;18,2;0
1190;Gelatine;0;1481;349;6,25;13,904;86,9;86,9;0;0;0;0;0;0,1;0,93;0;1,3;88,3;11,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07;0;0;0,006;0;0;0;0;0;0;0;0;0;0;298;12;280;11;0;1,2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0,001;0,025;0,001;0,012;0;0;0;0;0;0;0,001;0;0,006;0,001;0,039;0;0;0;0;0;0;0;0,002;0;0,001;0;0;0;0;0;0;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0,042;0,047;0,004;0;0,093;0,001;0,003;0;1360;2500;3890;681;0;1810;111;1670;0;2360;6670;570;8620;5140;9180;22200;13100;0;3200;0;0
313;Gin;0;1099;265;6,25;0;0;0;0;0;0;0;0;0;0,8;37,9;0;37,9;62,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0,18;0,001;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
672;Grahamsbrød;0;1051;249;5,83;1,421;8,3;8,9;50,6;45,4;45,5;0;5,2;2,6;0,78;0;1,8;63,3;36,7;0;0;0;0;0;0;0;0,3;0,3;0;0;0,1;20;0,202;0;0;0,101;1,7;2,5;0,143;0,76;6;44,8;17;0;0;0;0;0;633;444;203;39,5;38,8;152;1,48;0,163;1,15;2;1,2;7,7;1,7;0;0;3,8;0;0;0;0;0;0;0;0;2,5;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0,015;0;0;0;0;0;0;0;0,2;0;0,2;0,4;0;1,5;0,1;1,6;0;0;0;2;0;0;0;0;0;43,5;0;0;0;2,73;3,04;0,41;1,16;0,25;0;0;0;0;0;0;0;0;0;0,035;0;0,385;0;0,097;0,01;0;0;0;0,003;0;0;0;0,034;0;0,466;0;0;0,016;0;0;0;0;0,895;0;0,096;0;0;0;0;0;0;0,008;0;0,007;0;0;0;0;0;0;0;0;0;0;0;0,01;0,529;0,516;1,007;0;2,062;0,104;0,903;0;341;597;256;129;129;398;170;227;102;426;398;185;313;497;2530;355;838;0;426;0;0
61;Grahamsmel, fuldkornshvedemel;0;1398;331;5,83;1,82;10,6;11,4;73,8;60;46,8;0;13,8;2,4;0,479;0;1,4;88,2;11,8;0;0;0;0;0;0;0;0,868;0,868;0;0;0,35;1,91;0,277;0;0;0,075;2,48;0,636;0,185;0,433;6,7;41;0;0;0;0;0;0;0;1,25;375;28;97;285;3,09;0,315;2,2;0;2,67;0;2,6;42;0;13;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0,35;0,03;0;0;0;0;0;0;0,25;0;0,2;0,45;0;0,2;0,5;0,7;0;0;0;1,15;0;0;0;0;0;45,6;9,7;1,6;2,5;3,98;5,41;0,74;2,1;0,5;0;0;0;0;0;0;0;0;0;0;0;0,289;0;0;0;0;0;0;0;0;0;0;0;0;0,131;0;0;0;0;0;0;0;0,711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,289;0,131;0,711;0;1,131;0;0,711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
308;Grana, 32+;0;1474;354;6,38;5,266;33,6;32,9;1;1;0,1;0;0;24,1;0,945;0;4,6;63,3;36,7;214;205;0,24;0,24;0;0;0;0,61;0,61;0;0;0;0;0,039;0;0;0,332;7,99;0,271;0,091;0,53;1,5;7;0;1,6;0;0;0;0;1540;998;92;1180;44;930;0,82;0,03;2,75;10,4;0,059;0,3;10;0;0;4;0;0;0;0;0;0;0;0;0,012;0,55;0;0,67;0,79;0;0;0;0;0;0;0;0;1,46;0;5;0;0;0;0;0;0,003;0;0;0;0;0,05;0;0;0,05;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,821;0,521;0,34;0,751;0,931;0;0;2,663;0;7,138;0;2,443;0;0;0;0;0;0;0,34;0;0,521;0;5,356;0;0;0,27;0;0;0;0;0,501;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,607;6,487;0,681;0;22,775;0,18;0,501;80;1840;3110;2690;948;121;1740;1840;1160;463;2260;1050;948;1050;2370;6580;685;3530;0;1900;106;0
632;Granatæble, rå;44;314;74;6,25;0,152;0,9;0,9;17,2;16,6;16,6;0;0,6;0,3;0,7;0;0,6;19;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03;0;0;0,03;0,3;0,3;0,105;0,596;0;0;0;0;6,1;6,1;0;0;0;3;259;3;3;8;0,3;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
552;Grapefrugt, rå;31;185;44;6,25;0,144;0,9;0,9;10,1;8,7;7;0;1,4;0,3;0,8;0;0,3;11,6;88,4;1,42;0;0;0;0;0;0;0,3;0,3;0;0;0;0;0,05;0;0;0,035;0,403;0,3;0,045;0,28;1;39;7;0;47,3;45;2,3;0;0;2;145;28,3;10;19,5;0,13;0,042;0,07;0,1;0,036;0,1;0,22;0;0;3,05;0;0;0;0;0;0;0,04;0,12;0,03;0;0;0;0;0;0;0;0;0;2,75;0;0;0;0,01;0;0;0;0;0;0;0,09;1,91;0;1,81;3,73;0;0;3,23;3,23;0;0;0;6,95;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0,08;0;0;0;0;0;0;0;0;0;0;0;0,067;0;0,009;0;0;0;0;0;0;0;0;0,006;0;0,048;0;0;0;0;0;0;0;0,086;0;0,024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,076;0,054;0,11;0;0,24;0,024;0,086;0;16;24;32;5;2;16;11;17;6;24;66;10;33;176;71;16;78;0;43;17;0
275;Grapefrugtjuice, konserves, usødet;0;143;34;6,25;0,048;0,3;0,3;7,9;7,9;7,9;0;0;0,1;0,8;0;0,4;8,7;91,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04;0;0;0,01;0,234;0,2;0,011;0,13;1;2;2;0;28;28;0;0;0;14;112;9;8;12;0,1;0,038;0,061;0,6;0;0,6;0;0;0;0,3;0;0;0;0;0;0;0;0,6;0,39;3;0;0;0;0;0;0;0;0;0;0;0;0;0,015;0;0;0;0;0;0;0;3,1;0;4,5;7,6;0;0;0,3;0,3;0;0;0;7,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022;0;0,003;0;0;0;0;0;0;0;0;0,002;0;0,016;0;0;0;0;0;0;0;0,029;0;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025;0,018;0,037;0;0,08;0,008;0,029;0;5;8;11;2;1;5;4;6;2;8;22;3;11;59;24;5;26;0;14;0;0
985;Grisebov med svær, rå;10;787;189;6,25;3,008;18,2;18,2;0;0;0;0;0;12,9;0,92;0;1;32,1;67,9;0;0;0,616;0,126;0;0,098;0;0,444;0,444;0;0;0;0;0,832;0;0;0,14;9,74;6,38;0,319;0,708;3,11;3,92;0;0,755;0;0;0;0;0;48,4;320;6,25;20,4;188;0,488;0,045;1,4;1,1;0,01;5,3;10,2;0;0;2,5;0;0;0;0;0;0;0,13;2;1,9;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,868;0;0;60;902;1380;1680;481;126;692;632;782;202;993;1110;692;1110;1680;2560;932;722;0;752;0;0
1124;Grisebryst, kogestykke med svær, rå;5;1218;294;6,25;2,667;16,3;16,3;0;0;0;0;0;25,4;0,92;0;0,8;42,5;57,5;8,85;8,85;0,708;0,168;0;0,108;0;0,342;0,342;0;0;0;0;0,549;0;0;0,133;7,54;4,52;0,217;0,562;4,51;5,05;0;0,835;0;0;0;0;0;60,5;239;5,99;15;144;0,507;0,0525;1,49;0,9;0,01;5,3;0;0;0;2,5;0;0;0;0;0;0;0,13;2;1,9;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,028;0,033;0;0;0,385;0;5,816;0;3,004;0,05;0;0;0;0;0;0;0;0,683;0;9,205;0,998;0;0,173;0;0;0;0;2,32;0;0,263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,107;0;0;0;0,343;9,318;11,059;2,583;0,107;23,41;0,263;2,32;68;800;1200;1470;400;109;613;560;693;181;880;987;613;987;1470;2160;853;667;0;640;0;0
1077;Grisebryst, kogestykke uden svær, ca. 2 mm spæk, rå;0;948;228;6,25;2,818;17,4;17,4;0;0;0;0;0;17,6;0,92;0;0,8;35,8;64,2;8,95;8,95;0,673;0,153;0;0,104;0;0,1;0,1;0;0;0;0;0,48;0;0;0,175;5,99;2,8;0,26;0,6;2,6;1,5;0;0,65;0;0;0;0;0;60;200;6;14;115;0,6;0,1;3,6;0,9;0,013;5,3;6,9;0;0;2,5;0;0;0;0;0;0;0,13;2;1,9;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,265;0;4,468;0;2,27;0;0;0;0;0;0;0;0;0,56;0;7,216;0;0;0,112;0;0;0;0;1,201;0;0,102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,002;7,887;1,303;0;16,192;0,102;1,201;63;845;1270;1550;423;116;648;592;733;192;930;1040;648;1040;1550;2280;902;705;0;676;0;0
1058;Grisebryst, slag, rullesteg, råt;5;900;217;6,25;2,912;17,9;17,9;0;0;0;0;0;16,1;0,92;0;0,8;34,8;65,2;0;0;0,654;0,144;0;0,102;0;0,1;0,1;0;0;0;0;0,43;0;0;0,15;6,1;2,8;0,26;0,6;2,6;1,5;0;0,65;0;0;0;0;0;60;200;6;14;100;0,58;0,1;3,6;0,9;0,012;5,3;6,9;10;0;2,5;0;0;0;0;0;0;0,13;2;1,9;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,244;0;4,082;0;2,077;0;0;0;0;0;0;0;0;0,509;0;6,607;0;0;0,102;0;0;0;0;1,099;0;0,092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,403;7,218;1,191;0;14,812;0,092;1,099;63;874;1310;1600;437;119;670;612;757;198;961;1080;670;1080;1600;2360;932;728;0;699;0;0
1249;Grisebryst, stegestykke med svær, rå;0;1478;358;6,25;2,443;15;15;0;0;0;0;0;33,1;0,92;0;0,7;48,8;51,2;14;14;0,91;0,21;0;0,14;0;0,396;0,396;0;0;0;0;0,511;0;0;0,125;6,53;3,8;0,195;0,483;4,64;5,1;0;0,875;0;0;0;0;0;57,9;217;7,09;13,2;128;0,472;0,0555;1,31;0,8;0,01;5,3;6,9;10;0;2,5;0;0;0;0;0;0;0,13;2;1,9;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,028;0,044;0;0;0,481;0;7,535;0;3,875;0,075;0;0;0;0;0;0;0;0,856;0;12,008;1,284;0;0,248;0;0;0;0;3,113;0;0,287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13;0;0;0;0,458;12,036;14,396;3,4;0,13;30,42;0,287;3,113;72;757;1250;1340;464;100;562;513;684;164;757;953;489;953;1320;2270;733;562;0;537;0;0
1201;Grisebryst, stegestykke, uden svær, ca. 2 mm spæk, rå;0;1255;303;6,25;2,5;15,5;15,5;0;0;0;0;0;26,8;0,92;0;0,7;43;57;0;0;0,784;0,204;0;0,116;0;0,1;0,1;0;0;0;0;0,48;0;0;0,16;5,23;2,4;0,2;0,6;2,6;1,5;0;0,65;0;0;0;0;0;57;190;5;13;90;0,51;0,1;3,6;0,8;0,012;5,3;6,9;10;0;2,5;0;0;0;0;0;0;0,13;2;1,9;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,397;0;6,8;0;3,461;0;0;0;0;0;0;0;0;0,855;0;10,994;0;0;0,173;0;0;0;0;1,822;0;0,153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,658;12,023;1,975;0;24,656;0,153;1,822;67;750;1130;1380;375;103;575;525;650;170;825;925;575;925;1380;2030;800;625;0;600;0;0
79;Grisefedt, afsmeltet;0;3663;891;6,25;0;0;0;0;0;0;0;0;99;0,93;0;0;99;1;9;9;0;0;0;0;0;0,4;0,4;0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0;0;2;1;1;1;3;0,06;0,02;0,11;2;0,014;15,5;0;0;0;4,3;0;0;0;0;0;0;0,13;2;0,1;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,506;0;25,307;0;14,754;0;0;0;0;0;0;0;0;2,357;0;38,422;0;0;0,758;0;0;0;0;8,207;0;0,758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,568;41,537;8,965;0;92,07;0,758;8,207;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;Grisefedt, afsmeltet, Raffinol;0;3663;891;6,25;0;0;0;0;0;0;0;0;99;0,93;0;0;99;1;9;9;0;0;0;0;0;0,4;0,4;0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0;0;2;1;1;1;3;0,1;0,02;0,11;1,6;0,014;5,3;6,9;0;0;0;0;0;0;0;0;0;0,13;2;1,9;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,506;0;25,307;0;14,754;0;0;0;0;0;0;0;0;2,357;0;38,422;0;0;0,758;0;0;0;0;8,207;0;0,758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,568;41,537;8,965;0;92,07;0,758;8,207;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
739;Grisefilet, helt afpudset, rå;0;450;106;6,25;3,598;22,3;22,3;0;0;0;0;0;1,9;0,92;0;1,1;25,3;74,7;0;0;0,485;0,065;0;0,084;0;0,1;0,1;0;0;0;0;0,81;0;0;0,195;7,98;3,9;0,37;0,6;2,6;2,1;0;0,65;0;0;0;0;0;83;400;7;26;195;0,71;0,1;3,6;1,1;0,013;5,3;6,9;0;0;2,5;0;0;0;0;0;0;0,13;2;1,9;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,029;0;0,483;0;0,245;0;0;0;0;0;0;0;0;0,06;0;0,78;0;0;0,012;0;0;0;0;0,129;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,756;0,852;0,139;0;1,748;0,01;0,129;60;1120;1690;2020;576;151;827;756;971;245;1220;1330;863;1300;2020;2990;1040;827;0;899;0;0
